,consensus_5,consensus_4,consensus_1,consensus_2,consensus_3
P-0000317-T01-IM3,30.363179186997133,20.553901685828855,16.144281468247435,1.9823354070770336,0.0
P-0001290-T01-IM3,18.352858626442888,57.56092824807775,13.122774221817364,0.0,6.701054759001097
P-0000247-T01-IM3,34.14578573504824,30.930875249219618,0.0,0.2799464914224207,0.0
P-0000532-T01-IM3,32.619397548127885,14.667969150872752,0.0,0.0,0.0
P-0000388-T01-IM3,39.179491790126264,18.813665907829826,3.672698335466308,0.0,0.0
P-0000242-T01-IM3,37.239833725362516,22.109100312517675,0.0,0.0,1.0124306199503392
P-0000831-T01-IM3,34.37189703476458,24.64444107876073,3.1934834098303755,0.0,0.0
P-0001247-T01-IM3,16.856979159162005,69.49975650938386,22.64969692178196,0.0,2.3632875320574307
P-0001200-T01-IM3,31.489507413604876,0.0,0.0,0.3362988338769316,0.008642653199577943
P-0001189-T01-IM3,10.16312365934557,105.2266871849111,32.389978754964105,0.0,1.8382948177880156
P-0000126-T01-IM3,30.224116334712914,49.372498856765986,1.5391053488034294,0.0,0.7010177717116383
P-0000737-T01-IM3,31.788404458685307,20.34616644611827,1.4395892937781516,0.0,0.0
P-0000935-T01-IM3,30.345433600646917,11.225808523618795,9.138918008005541,0.0,1.5691297539670634
P-0000504-T01-IM3,36.63081221109931,6.084998384954681,0.0,0.0,0.0
P-0000691-T01-IM3,36.17328236289791,0.0,0.0,0.41178684571418045,0.0
P-0003961-T01-IM3,27.820361874492175,21.580163295553817,5.6413840362813055,3.937293843068415,6.141011434828713
P-0004486-T01-IM5,33.86409030268098,30.590728456320402,0.9636467871200314,0.0,1.60214437750716
P-0000585-T01-IM3,32.673987606583474,48.205430450612475,1.1298760325384134,1.2995272226908752,0.8199040449317189
P-0000990-T02-IM3,38.13698194889834,34.970809283422156,0.0,0.0,0.7038861377447713
P-0000603-T01-IM3,39.018482809943436,0.44259808450736304,0.0,0.168194878215133,0.3208333417898748
P-0000012-T03-IM3,35.0978943468804,17.679198613712636,0.7867312204845005,0.0,4.661468696906807
P-0004001-T01-IM3,30.818564107113435,56.67234948969407,19.602367455480895,0.0,0.0
P-0000912-T01-IM3,30.463288064744155,0.0,0.0,0.0,0.0
P-0000921-T01-IM3,29.493351938577426,43.84368808054426,16.939615947174882,1.4086426506131173,1.8464163055477862
P-0000195-T01-IM3,27.172891916629325,35.1292322786937,19.596450177002925,0.0,2.1513976650780795
P-0001296-T01-IM3,28.214669495251425,14.403536967257256,6.597432212132111,2.400857528588657,1.6891091152124496
P-0000897-T01-IM3,30.11175597146206,21.03537062584572,6.776672717124727,0.9489004247063596,4.288520398634328
P-0000798-T01-IM3,30.12470283410741,0.0,8.402649361431566,0.057270227148953946,0.0
P-0000635-T01-IM3,32.796577911097295,0.0,0.0,0.12960605830424993,0.001589621891675113
P-0002139-T01-IM3,27.82189664279313,41.660023567822506,4.617001383690076,1.2924271248440522,0.3555889202235776
P-0001620-T01-IM3,27.35233924805816,30.681204547396504,11.927889126095266,0.0,5.448259500775828
P-0000098-T01-IM3,34.255636354214644,0.0,3.7367212905259968,0.08019203454243884,0.0
P-0000606-T01-IM3,26.502283536934105,47.251783434682686,0.0,0.0,1.2409522136432536
P-0000825-T01-IM3,30.390576372625482,0.0,0.0,0.28703089164971574,1.144033964147785
P-0001269-T01-IM3,37.507190573728806,21.716198095537912,0.0,0.0,0.12200111417367249
P-0000152-T01-IM3,33.65882603140388,0.0,2.326279929381049,0.6300142623851577,0.6842403650687564
P-0000783-T01-IM3,28.81989632295196,58.52469364929019,25.18208032423035,0.0,0.0
P-0001340-T01-IM3,36.48924729870476,0.0,0.0,0.12465249397704373,0.3621175619333636
P-0000447-T01-IM3,34.541019477346104,44.20905085028908,3.7537609795415006,0.0,0.0
P-0000702-T01-IM3,39.3860922632972,7.818864768037814,2.628547144873871,0.17194324882475254,0.46983984924686983
P-0000868-T01-IM3,30.99521329522039,5.367654166447272,1.4565750342113113,0.24777690624315696,0.0
P-0001316-T01-IM3,34.881555087873195,33.242840103069355,0.0,0.0,0.7382653616442436
P-0000241-T01-IM3,30.362154031589455,10.160978879166064,3.0870449674213774,0.0,0.0
P-0000149-T01-IM3,31.241448649476183,10.760178658368792,1.6630380193760854,0.8407719790475542,0.0
P-0001536-T01-IM3,35.50514463161424,29.17597376166332,0.0,0.3642185639345622,1.154923919084704
P-0001325-T01-IM3,35.0429444220517,12.911657644704256,12.759768881604073,0.0,0.0
P-0000473-T01-IM3,40.191432407598754,21.244899404378966,1.970188985303963,0.0,0.0
P-0000316-T01-IM3,37.3014156208425,16.140394339557115,0.0,0.0,1.8425100017648381
P-0000208-T01-IM3,34.68587296400028,24.02308835511926,0.0,0.0,0.49523340784203596
P-0000520-T01-IM3,29.321659973161076,12.142116885603341,1.5815910303242453,0.0,0.9712061546558942
P-0000093-T01-IM3,23.308723947890726,78.1487831372646,28.219727006062747,1.0905124748534012,0.0
P-0000597-T01-IM3,26.8691886442574,35.25639647759228,4.968102179334371,0.0,5.405545534249529
P-0000422-T01-IM3,33.759467549401705,0.0,0.8864136954607894,0.0,2.999380123779027
P-0001166-T01-IM3,39.7657685708326,21.62590730961099,0.0,0.0,0.4911460065803123
P-0000873-T01-IM3,29.921685510627885,18.891901984727063,4.825016809558607,0.2757082450979059,0.0
P-0000120-T01-IM3,31.539021717784575,27.53584472083891,14.24840015302026,0.0,0.0
P-0000318-T01-IM3,14.332689829646347,86.21004632361443,27.95131541483314,2.859813869909007,3.2787368374912216
P-0000984-T01-IM3,32.70090526609172,0.0,2.6440255474671814,0.10448130947126956,1.3419291194021796
P-0000468-T01-IM3,24.42524810835432,54.407746431743355,4.092779741488736,1.6716898062164023,0.0
P-0001121-T01-IM3,37.27808459135142,5.938245486298204,1.4021595592406346,0.0,0.0
P-0001131-T01-IM3,35.685589189086244,11.056369553571583,0.0,0.0,0.0
P-0000349-T01-IM3,31.284618028652275,0.0,0.1363028587412817,0.0,0.2063289341036055
P-0000745-T01-IM3,34.672629753272965,13.66683579271233,0.0,0.0,0.5960688325696643
P-0001162-T01-IM3,34.87247909307709,0.0,0.0,0.07071840176711902,0.0
P-0004474-T01-IM5,37.71861154760154,10.110793090244233,0.0,0.0,0.07854620295170642
P-0001043-T01-IM3,29.858595209076658,77.61483208338332,0.0,0.0,1.6791782128988952
P-0000563-T01-IM3,34.89681694480346,20.54402686930958,0.0,0.5704741753573053,0.3493836760524507
P-0000405-T01-IM3,31.35487512032785,0.0,0.0,0.35120331834508917,0.18793107330005404
P-0001138-T01-IM3,27.702447642077125,44.55902587223919,1.7492263203327245,0.0,8.69599752426773
P-0000066-T01-IM3,22.779495116675736,22.457340329601763,12.114730946309672,1.525216931597698,5.688146477843593
P-0000168-T01-IM3,32.31906051253996,0.0,0.0,0.1824696802246467,0.004166334600403927
P-0000562-T01-IM3,36.87172403207264,0.0,0.0,0.33446577543642186,0.15816182353873312
P-0000395-T01-IM3,32.02561910337818,11.340071322057675,4.405643867715683,0.8415841099990384,0.0
P-0001206-T01-IM3,37.945427278977384,2.4038550457304817,12.72442310892991,0.0,0.0
P-0000842-T01-IM3,36.426526132311054,4.67609697408886,0.0,0.0,0.0
P-0000584-T01-IM3,29.17793767109033,40.45627812724823,0.0,1.3370886083367721,5.418594848730394
P-0001278-T01-IM3,33.28444063123472,24.047676022035766,6.706825118376418,0.0,0.8009623179237481
P-0001032-T01-IM3,35.958682036205445,0.7825712375047685,0.0,0.0,0.0
P-0001017-T01-IM3,34.60180905632772,4.701338924710367,9.473064338213485,1.125645592028917,0.0
P-0000036-T01-IM3,32.12165642640776,0.0,0.0,0.20432332368635436,0.0
P-0004023-T01-IM3,25.882299193157262,42.63831795126899,16.33907720182507,0.0,0.0
P-0001354-T01-IM3,34.80027433081065,10.413898641124883,0.0,0.0,0.0680146444778313
P-0000214-T01-IM3,29.493768458249747,38.737673339967515,0.0,0.0,2.0594126831873725
P-0000683-T01-IM3,36.00549105809838,5.468994975844029,13.696416740055588,0.0,0.0
P-0000656-T01-IM3,29.51605154878227,11.503880196724094,0.0,0.6067250551443478,0.0
P-0000630-T01-IM3,35.49551473113596,0.0,0.0,0.17267040268968628,0.0
P-0000335-T01-IM3,39.09047218214039,0.0,1.2248916969269281,0.2952818050780217,0.0
P-0000431-T01-IM3,35.693513668251484,0.0,0.0,0.0,0.18784945252038637
P-0000854-T01-IM3,35.353103498907835,0.0,0.15360615088522958,0.010716752622263716,0.0
P-0000754-T01-IM3,31.52904485378509,0.0,0.0,0.0,0.20117592685121144
P-0000110-T01-IM3,36.95688809216373,16.64163920521667,0.02996872927955991,0.18237203470234314,0.0
P-0000607-T01-IM3,34.629792102263316,4.781288792869807,2.2909097924861843,0.0,0.0
P-0000669-T01-IM3,39.152839451152204,2.6533617670105296,6.640076711304309,0.654624553074143,0.0
P-0000082-T01-IM3,33.93898898523891,9.594840825841086,1.1980443843868251,0.0,0.23267186603684178
P-0000057-T01-IM3,35.182411317566086,42.998751066380954,0.0,0.0,0.0
P-0001312-T01-IM3,33.867126941918535,41.98698743275291,0.0,0.33851604693066256,0.0
P-0000421-T01-IM3,32.577565507369904,0.0,0.0,0.0,0.0
P-0000806-T01-IM3,19.63573250425086,74.3024915097697,34.271315918736946,0.0,0.0
P-0001297-T01-IM3,30.289472629271067,68.13274557906034,0.0,0.3125463379146009,0.0
P-0000423-T02-IM3,33.91766794683473,36.052239288890966,0.0,1.43087783910976,0.2271058058505699
P-0000442-T01-IM3,27.805160833887122,8.669190387682358,15.684272237256087,0.0,0.0
P-0000894-T01-IM3,26.98903354442314,41.815630560383084,9.458149340524976,1.960525543398756,0.0
P-0001813-T01-IM3,30.611260848344596,20.233912058663428,0.0,0.0,0.018402269238988803
P-0000655-T01-IM3,35.009947611819065,15.40558121445551,5.429955640413237,0.0,0.0
P-0001097-T01-IM3,38.40427285976413,2.2563328021682763,0.0,0.0,0.0
P-0001118-T01-IM3,21.459399230942132,32.980457270442514,20.952701977429104,0.0,5.818888011167516
P-0000541-T01-IM3,28.27894589256891,48.548880019198776,10.477979793252544,0.0,0.0
P-0001257-T01-IM3,33.532316760827584,0.0,2.277618695841532,0.009409328743144178,0.0
P-0000641-T01-IM3,35.403488709200715,0.0,0.5359192567181372,0.013461561687080698,0.0
P-0002124-T01-IM3,27.101849464490304,59.28452224074502,0.0,0.0,8.921240374250269
P-0000495-T01-IM3,27.548171876875518,65.75970677747762,0.0,0.23217614828622019,1.0785606200347924
P-0000969-T01-IM3,28.38666892759092,45.53852019741451,5.88108654740365,0.0,0.2744059323508739
P-0000714-T01-IM3,30.429198376548424,2.3444471084262286,0.0,1.3331422658898413,0.014883146535900296
P-0000526-T01-IM3,37.721278028246864,11.451311293835046,6.800874521843194,0.0,0.0
P-0001184-T01-IM3,33.03662501751926,52.80324694333147,0.0,1.7076390082610629,0.7831242463600505
P-0000426-T01-IM3,40.143073122581704,13.828009960979028,8.75180714135561,0.0,0.0
P-0000625-T01-IM3,35.907993411878195,0.0,0.0,0.15223948171305568,0.0
P-0000604-T01-IM3,37.21471281913271,0.0,0.0,0.3861902195807551,0.5134349075759942
P-0000703-T01-IM3,30.731711288987206,0.0,0.0,0.18727213254349467,0.0
P-0000521-T01-IM3,20.675949978176924,130.6744153053402,0.0,0.0,0.4168032632949033
P-0000979-T01-IM3,32.83934121631162,3.260297428462299,1.2378680213357598,0.4630837957937697,0.0
P-0001337-T01-IM3,32.633088353693324,39.39913205859039,0.0,0.0,0.0
P-0000315-T01-IM3,25.08164213264913,41.49783685512354,15.210487667985436,0.0,5.670854876987856
P-0001150-T01-IM3,31.791256699757668,16.240750187564576,3.7485493274127704,0.0,0.0
P-0001328-T01-IM3,21.857923592858263,24.546809780636096,12.900643610824092,1.3995814252805847,4.796153609860912
P-0001061-T01-IM3,38.11965860514963,16.065434425206526,5.7396255898599655,0.25401887131738626,0.0
P-0000239-T01-IM3,33.21869261354403,0.0,0.0,0.08287579862240076,0.17787380159428906
P-0001300-T01-IM3,35.01593647748604,31.20184829783515,0.0,0.0,0.0
P-0000671-T01-IM3,34.11462305027476,11.188151902979655,8.862831836857646,0.0,1.7624029548133462
P-0001984-T01-IM3,28.362454829867296,0.0,3.851654506126297,0.0,0.0
P-0000380-T01-IM3,34.723544565815104,18.080662388061032,2.876772438393421,0.0,0.0
P-0000994-T01-IM3,32.12781622256895,32.10041699526026,0.0,0.0,1.0008919498861641
P-0001168-T01-IM3,26.40636798452842,3.153970817047646,14.126703505687713,0.49816559414572054,2.3235080952646263
P-0000638-T01-IM3,32.49793701738945,0.0,0.0,0.30589068905992595,0.1817630423007215
P-0001390-T01-IM3,25.479689729812176,23.327511360045538,19.58656548284314,1.530273065821507,0.0
P-0000998-T01-IM3,19.840579816336735,69.53140158757957,6.728671343700733,0.0,11.16626039531181
P-0000493-T01-IM3,30.644770579370057,35.544925808057556,0.0,0.0,0.4191192868325479
P-0000595-T01-IM3,31.37428665841887,35.933041804814565,0.0,0.0,3.5398090656314536
P-0001078-T01-IM3,30.0976002917451,52.14042527271523,5.14958362484765,0.13973249608868585,1.3702147550573902
P-0001175-T01-IM3,29.28546167743654,0.0,5.418513130619025,0.024016945253380596,0.0
P-0000104-T01-IM3,32.32673559570786,19.048942061144363,3.972542146548963,2.508041557977305,0.4692728384777194
P-0000483-T01-IM3,31.265470733876615,0.0,0.0,0.36110084186499075,0.0
P-0000973-T01-IM3,30.927208815883894,33.88990005087478,6.969244619674621,0.35482140944152596,0.0
P-0000592-T01-IM3,32.3664737123577,15.429023324293281,5.055456379596353,0.5916653582807663,0.0
P-0001314-T01-IM3,20.085825713857027,65.70598553675846,14.792768168527234,0.0,3.7296684307686605
P-0000858-T01-IM3,34.446887575260774,0.0,0.0,0.6649009680340595,0.0
P-0000219-T01-IM3,35.31623579139469,0.0,0.0,0.021592262289526338,0.0
P-0000418-T01-IM3,33.210956064011945,28.81006518224732,0.4067206738132915,0.023345404647275313,2.846151721655593
P-0001141-T01-IM3,38.48603164635443,3.953030702785031,1.070140953867609,0.0,1.7440155286692027
P-0000687-T01-IM3,29.176061425921766,20.84415240841255,5.946646387464278,0.0,4.815349405092564
P-0000058-T01-IM3,12.283988826312426,80.40661970741827,19.49462767207081,3.678557069951161,5.674470730554365
P-0001037-T01-IM3,21.482847801268097,49.2487505557451,22.621495494490762,3.7785085137284966,1.2305115299794644
P-0001305-T01-IM3,32.422239012318826,56.758500167892,0.0,0.0,0.0
P-0003939-T01-IM3,36.830831222024926,0.0,0.0,0.4906812551990752,0.0
P-0000552-T01-IM3,25.702885499659807,41.646564623453834,8.517834961663258,0.0,0.0
P-0000561-T01-IM3,39.65945248589869,0.0,0.5610457261223623,0.0,0.0
P-0000676-T01-IM3,34.700302404521125,24.986536129790828,3.871654203502618,0.0,0.0
P-0003958-T01-IM3,28.618727362164844,21.623490195059652,6.841433003644027,0.0,3.2150202524120117
P-0000725-T01-IM3,42.92111458508836,11.511725594127556,12.38774087406226,0.0,0.41982876867685626
